SI_NO,Title,HTTPS_Link,Link,Price,Stock
233,The White Queen (The Cousins' War #1),https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,the-white-queen-the-cousins-war-1_768/index.html,25.91,In stock
234,The Wedding Pact (The O'Malleys #2),https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,the-wedding-pact-the-omalleys-2_767/index.html,32.61,In stock
235,The Time Keeper,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,the-time-keeper_766/index.html,27.88,In stock
236,The Testament of Mary,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,the-testament-of-mary_765/index.html,52.67,In stock
237,The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,the-star-touched-queen_764/index.html,46.02,In stock
238,The Songs of the Gods,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,the-songs-of-the-gods_763/index.html,44.48,In stock
239,The Song of Achilles,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,the-song-of-achilles_762/index.html,37.4,In stock
240,The Rosie Project (Don Tillman #1),https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,the-rosie-project-don-tillman-1_761/index.html,54.04,In stock
241,The Power of Habit: Why We Do What We Do in Life and Business,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,16.88,In stock
242,The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,the-marriage-of-opposites_759/index.html,28.08,In stock
243,The Lucifer Effect: Understanding How Good People Turn Evil,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,10.4,In stock
244,The Long Haul (Diary of a Wimpy Kid #9),https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,44.07,In stock
245,The Loney,https://books.toscrape.com/catalogue/the-loney_756/index.html,the-loney_756/index.html,23.4,In stock
246,The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,the-literature-book-big-ideas-simply-explained_755/index.html,17.43,In stock
247,The Last Mile (Amos Decker #2),https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,the-last-mile-amos-decker-2_754/index.html,54.21,In stock
248,The Immortal Life of Henrietta Lacks,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,the-immortal-life-of-henrietta-lacks_753/index.html,40.67,In stock
249,The Hidden Oracle (The Trials of Apollo #1),https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,the-hidden-oracle-the-trials-of-apollo-1_752/index.html,52.26,In stock
250,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,28.77,In stock
251,The Guilty (Will Robie #4),https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,the-guilty-will-robie-4_750/index.html,13.82,In stock
252,The First Hostage (J.B. Collins #2),https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,the-first-hostage-jb-collins-2_749/index.html,25.85,In stock
253,The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,the-dovekeepers_748/index.html,48.78,In stock
254,The Darkest Lie,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,the-darkest-lie_747/index.html,35.35,In stock
255,The Bane Chronicles (The Bane Chronicles #1-11),https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,44.73,In stock
256,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,15.77,In stock
257,The 14th Colony (Cotton Malone #11),https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,the-14th-colony-cotton-malone-11_744/index.html,39.24,In stock
258,That Darkness (Gardiner and Renner #1),https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,that-darkness-gardiner-and-renner-1_743/index.html,13.92,In stock
259,Tastes Like Fear (DI Marnie Rome #3),https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,tastes-like-fear-di-marnie-rome-3_742/index.html,10.69,In stock
260,Take Me with You,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,take-me-with-you_741/index.html,45.21,In stock
261,Swell: A Year of Waves,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,swell-a-year-of-waves_740/index.html,45.58,In stock
262,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,11.89,In stock
263,Still Life with Bread Crumbs,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,still-life-with-bread-crumbs_738/index.html,26.41,In stock
264,Steve Jobs,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,steve-jobs_737/index.html,39.5,In stock
265,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,44.74,In stock
266,Someone Like You (The Harrisons #2),https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,someone-like-you-the-harrisons-2_735/index.html,52.79,In stock
267,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,35.43,In stock
268,Shtum,https://books.toscrape.com/catalogue/shtum_733/index.html,shtum_733/index.html,55.84,In stock
269,See America: A Celebration of Our National Parks & Treasured Sites,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,48.87,In stock
270,salt.,https://books.toscrape.com/catalogue/salt_731/index.html,salt_731/index.html,46.78,In stock
271,Robin War,https://books.toscrape.com/catalogue/robin-war_730/index.html,robin-war_730/index.html,47.82,In stock
272,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,25.48,In stock
273,Rain Fish,https://books.toscrape.com/catalogue/rain-fish_728/index.html,rain-fish_728/index.html,23.57,In stock
274,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,50.89,In stock
275,Pet Sematary,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,pet-sematary_726/index.html,10.56,In stock
276,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,52.15,In stock
277,Once Was a Time,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,once-was-a-time_724/index.html,18.28,In stock
278,Old School (Diary of a Wimpy Kid #10),https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,old-school-diary-of-a-wimpy-kid-10_723/index.html,11.83,In stock
279,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,21.95,In stock
280,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,38.39,In stock
281,My Name Is Lucy Barton,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,my-name-is-lucy-barton_720/index.html,41.56,In stock
282,My Mrs. Brown,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,my-mrs-brown_719/index.html,24.48,In stock
283,My Kind of Crazy,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,my-kind-of-crazy_718/index.html,40.36,In stock
284,Mr. Mercedes (Bill Hodges Trilogy #1),https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,mr-mercedes-bill-hodges-trilogy-1_717/index.html,28.9,In stock
285,More Than Music (Chasing the Dream #1),https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,more-than-music-chasing-the-dream-1_716/index.html,37.61,In stock
286,Made to Stick: Why Some Ideas Survive and Others Die,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,38.85,In stock
287,Luis Paints the World,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,luis-paints-the-world_714/index.html,53.95,In stock
288,Luckiest Girl Alive,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,luckiest-girl-alive_713/index.html,49.83,In stock
289,Lowriders to the Center of the Earth (Lowriders in Space #2),https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,51.51,In stock
290,Love Is a Mix Tape (Music #1),https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,love-is-a-mix-tape-music-1_711/index.html,18.03,In stock
291,Looking for Lovely: Collecting the Moments that Matter,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,looking-for-lovely-collecting-the-moments-that-matter_710/index.html,29.14,In stock
292,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,46.91,In stock
293,Let It Out: A Journey Through Journaling,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,let-it-out-a-journey-through-journaling_708/index.html,26.79,In stock
294,Lady Midnight (The Dark Artifices #1),https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,lady-midnight-the-dark-artifices-1_707/index.html,16.28,In stock
295,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,19.55,In stock
296,Island of Dragons (Unwanteds #7),https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,island-of-dragons-unwanteds-7_705/index.html,29.65,In stock
297,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,25.98,In stock
298,I Am Pilgrim (Pilgrim #1),https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,i-am-pilgrim-pilgrim-1_703/index.html,10.6,In stock
299,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,14.75,In stock
300,"Hush, Hush (Hush, Hush #1)",https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,hush-hush-hush-hush-1_701/index.html,47.02,In stock
301,Hold Your Breath (Search and Rescue #1),https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,hold-your-breath-search-and-rescue-1_700/index.html,28.82,In stock
302,Hamilton: The Revolution,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,hamilton-the-revolution_699/index.html,58.79,In stock
303,Greek Mythic History,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,greek-mythic-history_698/index.html,10.23,In stock
304,God: The Most Unpleasant Character in All Fiction,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,god-the-most-unpleasant-character-in-all-fiction_697/index.html,30.03,In stock
305,Glory over Everything: Beyond The Kitchen House,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,glory-over-everything-beyond-the-kitchen-house_696/index.html,45.84,In stock
306,Feathers: Displays of Brilliant Plumage,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,feathers-displays-of-brilliant-plumage_695/index.html,49.05,In stock
307,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,15.06,In stock
308,Every Last Word,https://books.toscrape.com/catalogue/every-last-word_693/index.html,every-last-word_693/index.html,46.47,In stock
309,Eligible (The Austen Project #4),https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,eligible-the-austen-project-4_692/index.html,27.09,In stock
310,El Deafo,https://books.toscrape.com/catalogue/el-deafo_691/index.html,el-deafo_691/index.html,57.62,In stock
311,Eight Hundred Grapes,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,eight-hundred-grapes_690/index.html,14.39,In stock
312,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,51.75,In stock
313,"Eat Fat, Get Thin",https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,eat-fat-get-thin_688/index.html,54.07,In stock
314,Don't Get Caught,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,dont-get-caught_687/index.html,55.35,In stock
315,Doctor Sleep (The Shining #2),https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,doctor-sleep-the-shining-2_686/index.html,40.12,In stock
316,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,37.51,In stock
317,Dear Mr. Knightley,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,dear-mr-knightley_684/index.html,11.21,In stock
318,Daily Fantasy Sports,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,daily-fantasy-sports_683/index.html,36.58,In stock
319,Crazy Love: Overwhelmed by a Relentless God,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,crazy-love-overwhelmed-by-a-relentless-god_682/index.html,47.72,In stock
320,Cometh the Hour (The Clifton Chronicles #6),https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,cometh-the-hour-the-clifton-chronicles-6_681/index.html,25.01,In stock
321,Code Name Verity (Code Name Verity #1),https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,code-name-verity-code-name-verity-1_680/index.html,22.13,In stock
322,Clockwork Angel (The Infernal Devices #1),https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,clockwork-angel-the-infernal-devices-1_679/index.html,44.14,In stock
323,City of Glass (The Mortal Instruments #3),https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,city-of-glass-the-mortal-instruments-3_678/index.html,56.02,In stock
324,City of Fallen Angels (The Mortal Instruments #4),https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,city-of-fallen-angels-the-mortal-instruments-4_677/index.html,11.23,In stock
325,City of Bones (The Mortal Instruments #1),https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,city-of-bones-the-mortal-instruments-1_676/index.html,43.28,In stock
326,City of Ashes (The Mortal Instruments #2),https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,city-of-ashes-the-mortal-instruments-2_675/index.html,47.27,In stock
327,Cell,https://books.toscrape.com/catalogue/cell_674/index.html,cell_674/index.html,20.29,In stock
328,Catching Jordan (Hundred Oaks),https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,catching-jordan-hundred-oaks_673/index.html,50.83,In stock
329,"Carry On, Warrior: Thoughts on Life Unarmed",https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,carry-on-warrior-thoughts-on-life-unarmed_672/index.html,31.85,In stock
330,Carrie,https://books.toscrape.com/catalogue/carrie_671/index.html,carrie_671/index.html,46.23,In stock
331,Buying In: The Secret Dialogue Between What We Buy and Who We Are,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,37.8,In stock
332,Brain on Fire: My Month of Madness,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,brain-on-fire-my-month-of-madness_669/index.html,49.32,In stock
333,Batman: Europa,https://books.toscrape.com/catalogue/batman-europa_668/index.html,batman-europa_668/index.html,32.01,In stock
334,Barefoot Contessa Back to Basics,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,barefoot-contessa-back-to-basics_667/index.html,28.01,In stock
335,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,50.62,In stock
336,Balloon Animals,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,balloon-animals_665/index.html,17.03,In stock
337,Art Ops Vol. 1,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,art-ops-vol-1_664/index.html,48.8,In stock
338,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,58.14,In stock
339,Angels Walking (Angels Walking #1),https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,angels-walking-angels-walking-1_662/index.html,34.2,In stock
340,Angels & Demons (Robert Langdon #1),https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,angels-demons-robert-langdon-1_661/index.html,51.48,In stock
341,All the Light We Cannot See,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,all-the-light-we-cannot-see_660/index.html,29.87,In stock
342,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,10.9,In stock
343,Abstract City,https://books.toscrape.com/catalogue/abstract-city_658/index.html,abstract-city_658/index.html,56.37,In stock
344,A Time of Torment (Charlie Parker #14),https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,a-time-of-torment-charlie-parker-14_657/index.html,48.35,In stock
345,A Study in Scarlet (Sherlock Holmes #1),https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,a-study-in-scarlet-sherlock-holmes-1_656/index.html,16.73,In stock
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,56.48,In stock
347,A People's History of the United States,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,a-peoples-history-of-the-united-states_654/index.html,40.79,In stock
348,A Man Called Ove,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,a-man-called-ove_653/index.html,39.72,In stock
349,A Distant Mirror: The Calamitous 14th Century,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,a-distant-mirror-the-calamitous-14th-century_652/index.html,14.58,In stock
350,A Brush of Wings (Angels Walking #3),https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,a-brush-of-wings-angels-walking-3_651/index.html,55.51,In stock
351,1491: New Revelations of the Americas Before Columbus,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,1491-new-revelations-of-the-americas-before-columbus_650/index.html,21.8,In stock
352,"The Three Searches, Meaning, and the Story",https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,the-three-searches-meaning-and-the-story_649/index.html,13.33,In stock
353,Searching for Meaning in Gailana,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,searching-for-meaning-in-gailana_648/index.html,38.73,In stock
354,Rook,https://books.toscrape.com/catalogue/rook_647/index.html,rook_647/index.html,37.86,In stock
355,My Kitchen Year: 136 Recipes That Saved My Life,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,11.53,In stock
356,13 Hours: The Inside Account of What Really Happened In Benghazi,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,27.06,In stock
357,Will You Won't You Want Me?,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,will-you-wont-you-want-me_644/index.html,13.86,In stock
358,Tipping Point for Planet Earth: How Close Are We to the Edge?,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,37.55,In stock
359,The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,the-star-touched-queen_642/index.html,32.3,In stock
360,The Silent Sister (Riley MacPherson #1),https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,the-silent-sister-riley-macpherson-1_641/index.html,46.29,In stock
361,The Midnight Watch: A Novel of the Titanic and the Californian,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,26.2,In stock
362,The Lonely City: Adventures in the Art of Being Alone,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,33.26,In stock
363,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,59.15,In stock
364,The Golden Condom: And Other Essays on Love Lost and Found,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,39.43,In stock
365,The Epidemic (The Program 0.6),https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,the-epidemic-the-program-06_636/index.html,14.44,In stock
366,The Dinner Party,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,the-dinner-party_635/index.html,56.54,In stock
367,The Diary of a Young Girl,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,the-diary-of-a-young-girl_634/index.html,59.9,In stock
368,The Children,https://books.toscrape.com/catalogue/the-children_633/index.html,the-children_633/index.html,11.88,In stock
369,Stars Above (The Lunar Chronicles #4.5),https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,stars-above-the-lunar-chronicles-45_632/index.html,48.05,In stock
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,21.21,In stock
371,Raspberry Pi Electronics Projects for the Evil Genius,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,49.67,In stock
372,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,43.14,In stock
373,Psycho: Sanitarium (Psycho #1.5),https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,psycho-sanitarium-psycho-15_628/index.html,36.97,In stock
374,Poisonous (Max Revere Novels #3),https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,poisonous-max-revere-novels-3_627/index.html,26.8,In stock
375,One with You (Crossfire #5),https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,one-with-you-crossfire-5_626/index.html,15.71,In stock
376,No Love Allowed (Dodge Cove #1),https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,no-love-allowed-dodge-cove-1_625/index.html,54.65,In stock
377,Murder at the 42nd Street Library (Raymond Ambler #1),https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,54.36,In stock
